ID value,Status,Price (£)
29912455,still active,"9,988"
29912463,still active,"14,995"
29912488,still active,"9,395"
29912520,still active,"7,995"
29912525,still active,"24,450"
29912529,still active,"22,000"
29912545,still active,"6,995"
29912557,inactive on: 18/09/2023,"12,890"
29912563,still active,"7,000"
29912568,still active,"13,490"
29912569,still active,"14,990"
29912601,still active,"15,000"
29912604,inactive on: 10/09/2023,"4,995"
29912620,still active,"15,495"
29912634,still active,"42,950"
29912640,still active,"7,250"
29912642,still active,"6,950"
29912648,still active,"5,999"
29912668,still active,"15,615"
29912669,still active,"15,799"
29912678,still active,"11,490"
29912687,still active,"14,495"
29912771,inactive on: 10/09/2023,"31,915"
29912848,inactive on: 04/09/2023,"14,999"
29912907,still active,"18,998"
29912929,inactive on: 04/09/2023,"15,995"
29912957,still active,"21,990"
29912988,still active,"16,095"
29913000,still active,"6,995"
29913007,inactive on: 10/09/2023,"15,995"
29913010,still active,"4,495"
29913011,inactive on: 04/09/2023,"17,989"
29913012,inactive on: 04/09/2023,"16,559"
29913015,still active,"12,740"
29913202,still active,"23,700"
29913215,still active,"7,991"
29913291,still active,"7,999"
29913294,still active,"14,990"
29913475,still active,"46,995"
29913478,still active,"47,995"
29913511,still active,"28,790"
29913515,still active,"40,800"
29913541,inactive on: 18/09/2023,"45,490"
29913571,still active,"21,995"
29913589,inactive on: 13/09/2023,"9,595"
29913667,inactive on: 10/09/2023,"10,309"
29913691,still active,"16,485"
29913692,still active,"16,171"
29913693,still active,"19,240"
29913709,still active,"25,428"
29913849,inactive on: 18/09/2023,"15,995"
29913888,still active,"24,500"
29913906,still active,"26,999"
29913924,still active,"19,495"
29913931,still active,"28,495"
29913932,still active,"32,495"
29913933,still active,"34,995"
29913940,still active,"18,990"
29913950,still active,"11,995"
29913957,still active,"9,895"
29914014,still active,"5,995"
29914021,still active,"8,295"
29914024,still active,"22,995"
29914027,still active,"17,995"
29914036,still active,"4,995"
29914037,still active,"9,800"
29914045,still active,"8,950"
29914075,still active,"7,895"
29914077,still active,"3,250"
29914101,still active,"7,225"
29914110,still active,"9,499"
29914126,still active,"7,995"
29914137,still active,"7,495"
29914146,still active,"7,995"
29914149,still active,"42,450"
29914150,still active,"4,495"
29914233,inactive on: 10/09/2023,"19,990"
29914237,still active,"18,490"
29914238,still active,"9,990"
29914241,still active,"14,250"
29914244,still active,"10,990"
29914324,still active,"9,995"
29914354,still active,"18,495"
29914355,inactive on: 18/09/2023,"22,995"
29914396,still active,"18,490"
29914397,inactive on: 04/09/2023,"6,790"
29914412,still active,"22,995"
29914628,still active,"25,000"
29914652,inactive on: 18/09/2023,"16,796"
29914662,inactive on: 04/09/2023,"43,290"
29914819,still active,"19,490"
29914825,still active,"19,790"
29914827,still active,"17,290"
29914828,inactive on: 10/09/2023,"17,995"
29914866,still active,"42,490"
29914897,inactive on: 04/09/2023,"15,995"
29914920,inactive on: 04/09/2023,"11,790"
29914973,inactive on: 10/09/2023,"19,990"
29914997,still active,"13,990"
29915076,inactive on: 04/09/2023,"25,000"
29915091,still active,"38,590"
29915127,still active,"26,950"
29915150,still active,"18,963"
29915158,inactive on: 10/09/2023,"18,276"
29915159,still active,"15,195"
29915184,still active,"27,195"
29915356,still active,"9,995"
29915357,still active,"9,995"
29915371,still active,"6,990"
29915423,still active,"23,495"
29915429,inactive on: 13/09/2023,"11,990"
29915430,still active,"4,490"
29915440,still active,"15,780"
29915443,still active,"44,990"
29915455,still active,"15,100"
29915463,still active,"9,890"
29915504,still active,"3,295"
29915507,inactive on: 18/09/2023,"8,295"
29915511,still active,"4,490"
29915517,inactive on: 04/09/2023,"3,999"
29915523,still active,"11,995"
29915525,still active,"7,999"
29915527,still active,"15,795"
29915742,inactive on: 10/09/2023,"13,799"
29915775,inactive on: 10/09/2023,"17,899"
29915894,inactive on: 04/09/2023,"17,049"
29915924,inactive on: 04/09/2023,"13,049"
29915959,inactive on: 10/09/2023,"22,299"
29915994,inactive on: 10/09/2023,"21,299"
29916006,inactive on: 04/09/2023,"26,049"
29916043,inactive on: 10/09/2023,"17,599"
29916045,inactive on: 13/09/2023,"18,549"
29916077,inactive on: 10/09/2023,"21,899"
29916113,inactive on: 10/09/2023,"20,899"
29916157,inactive on: 10/09/2023,"22,249"
29916170,inactive on: 13/09/2023,"15,549"
29916197,inactive on: 10/09/2023,"19,299"
29916433,inactive on: 10/09/2023,"39,280"
29916435,still active,"43,480"
29916447,still active,"41,450"
29916461,inactive on: 10/09/2023,"15,990"
29916474,still active,"20,797"
29916542,still active,"13,495"
29916660,inactive on: 18/09/2023,"34,895"
29916824,still active,"10,300"
29916860,still active,"18,850"
29916899,inactive on: 04/09/2023,"18,595"
29916955,still active,"29,990"
29916966,still active,"46,950"
29917001,still active,"19,400"
29917010,still active,"13,700"
29917036,inactive on: 04/09/2023,"18,100"
29917077,inactive on: 04/09/2023,"8,500"
29917080,still active,"10,000"
29917091,still active,"20,000"
29917357,still active,"16,600"
29917359,inactive on: 18/09/2023,"25,300"
29917361,still active,"19,100"
29917362,inactive on: 10/09/2023,"22,250"
29917364,still active,"13,850"
29917386,still active,"34,699"
29917396,still active,"38,999"
29917408,inactive on: 10/09/2023,"22,377"
29917411,inactive on: 10/09/2023,"16,925"
29917413,inactive on: 10/09/2023,"19,179"
29917422,still active,"20,245"
29917429,inactive on: 04/09/2023,"17,556"
29917433,still active,"20,491"
29917456,inactive on: 10/09/2023,"14,389"
29917463,still active,"12,995"
29917557,still active,995
29917581,inactive on: 18/09/2023,"15,490"
29917591,still active,"21,990"
29917607,still active,"5,595"
29917623,still active,"5,490"
29917631,inactive on: 18/09/2023,"2,795"
29917634,still active,"38,950"
29917643,still active,"25,950"
29917650,inactive on: 18/09/2023,"26,950"
29917652,still active,"7,495"
29917656,still active,"15,995"
29917886,inactive on: 10/09/2023,"34,800"
29917921,still active,"24,850"
29918424,still active,"16,500"
29918427,still active,"25,995"
29918447,inactive on: 10/09/2023,"42,510"
29918456,still active,"27,849"
29918488,still active,"20,000"
29918500,still active,"48,500"
29918501,inactive on: 18/09/2023,"39,000"
29918502,inactive on: 04/09/2023,"25,500"
29918512,still active,"7,995"
29918516,still active,"3,850"
29918518,still active,"4,495"
29918523,still active,"9,995"
29918526,inactive on: 10/09/2023,"15,495"
29918533,still active,"69,954"
29918536,inactive on: 10/09/2023,"17,499"
29918537,still active,"18,999"
29918554,still active,"8,999"
29918556,still active,"8,999"
29918558,still active,"6,799"
29918559,still active,"7,999"
29918560,still active,"11,999"
29918573,still active,"10,199"
29918577,still active,"5,350"
29918581,still active,"7,899"
29918585,still active,"159,999"
29918590,still active,"9,799"
29918591,still active,"11,499"
29918592,inactive on: 04/09/2023,"11,999"
29918600,still active,"8,000"
29918602,still active,"14,995"
29918606,still active,"6,799"
29918616,still active,"5,400"
29918618,still active,"7,609"
29918620,still active,"7,672"
29918627,still active,"7,755"
29918630,still active,"8,000"
29918634,still active,"18,995"
29918660,still active,"6,995"
29918663,still active,"28,495"
29918671,inactive on: 04/09/2023,"3,795"
29918672,inactive on: 04/09/2023,"3,695"
29918689,still active,"4,990"
29918693,still active,"13,999"
29918695,still active,"12,299"
29918697,still active,"8,999"
29918705,still active,"7,290"
29918706,still active,"9,199"
29918707,inactive on: 13/09/2023,"10,799"
29918708,still active,"10,499"
29918710,still active,"10,499"
29918711,inactive on: 13/09/2023,"10,499"
29918724,still active,"11,990"
29918764,still active,"10,995"
29918765,still active,"22,450"
29918773,still active,"15,490"
29918790,still active,"18,750"
29918796,still active,"18,950"
29918803,still active,"5,499"
29918844,inactive on: 04/09/2023,"19,500"
29918848,still active,"15,000"
29918869,still active,"10,995"
29918896,inactive on: 18/09/2023,"9,695"
29918897,still active,"8,825"
29918904,inactive on: 04/09/2023,"10,995"
29918914,inactive on: 04/09/2023,"5,995"
29918920,still active,"7,800"
29918946,still active,"11,495"
29918974,inactive on: 10/09/2023,"6,995"
29919006,still active,"11,500"
29919007,still active,"12,995"
29919022,still active,"20,000"
29919028,still active,"1,995"
29919029,still active,"23,995"
29919034,still active,"34,000"
29919038,still active,"42,000"
29919077,still active,"30,000"
29919086,inactive on: 18/09/2023,"34,200"
29919093,inactive on: 10/09/2023,"23,990"
29919100,still active,"33,945"
29919162,still active,"42,995"
29919184,still active,"17,995"
29919190,still active,"15,901"
29919195,still active,"12,349"
29919197,still active,"21,900"
29919253,still active,"13,950"
29919259,still active,"29,950"
29919267,inactive on: 10/09/2023,"8,990"
29919307,still active,"7,989"
29919327,inactive on: 10/09/2023,"10,990"
29919355,still active,"11,690"
29919373,still active,"8,995"
29919413,still active,"7,999"
29919417,still active,"20,499"
29919432,inactive on: 04/09/2023,"27,990"
29919443,still active,"18,490"
29919448,inactive on: 10/09/2023,"15,490"
29919454,still active,"17,990"
29919465,still active,"27,489"
29919470,still active,"15,995"
29919486,still active,"16,995"
29919488,still active,"8,995"
29919490,still active,"12,495"
29919493,still active,"13,995"
29919494,still active,"14,495"
29919495,still active,"10,495"
29919498,still active,"14,995"
29919503,still active,"7,695"
29919507,still active,"8,995"
29919514,still active,"17,450"
29919515,still active,"15,995"
29919517,inactive on: 04/09/2023,"20,995"
29919552,still active,"6,995"
29919555,still active,"4,995"
29919583,still active,"12,000"
29919594,still active,"15,399"
29919597,inactive on: 04/09/2023,"11,399"
29919601,still active,"20,899"
29919610,inactive on: 04/09/2023,"45,750"
29919619,still active,"15,990"
29919620,inactive on: 10/09/2023,"12,997"
29919628,inactive on: 10/09/2023,"15,250"
29919633,inactive on: 18/09/2023,"23,498"
29919646,still active,"48,990"
29919652,still active,"32,990"
29919661,still active,"109,990"
29919725,still active,"16,290"
29919731,still active,"25,290"
29919733,still active,"8,890"
29919743,still active,"14,790"
29919751,inactive on: 10/09/2023,"32,490"
29919766,still active,"17,890"
29919768,still active,"18,890"
29919769,inactive on: 18/09/2023,"26,890"
29919774,still active,"18,690"
29919796,still active,"7,750"
29919798,still active,"34,990"
29919823,still active,"21,295"
29919832,still active,"28,795"
29919835,still active,"22,795"
29919848,still active,"15,495"
29919849,still active,"16,995"
29919852,still active,"21,995"
29919855,still active,"13,450"
29919858,still active,"11,495"
29919866,still active,"5,995"
29919870,inactive on: 04/09/2023,"4,995"
29919871,still active,"9,495"
29919878,still active,"9,995"
29919888,inactive on: 04/09/2023,"8,450"
29919901,inactive on: 10/09/2023,"8,495"
29919912,still active,"17,495"
29919935,still active,"18,500"
29919957,inactive on: 10/09/2023,"15,995"
29919966,still active,"19,450"
29919977,still active,"9,495"
29919980,inactive on: 18/09/2023,"12,495"
29919983,still active,"12,695"
29920008,inactive on: 13/09/2023,"7,750"
29920010,still active,"9,995"
29920016,inactive on: 18/09/2023,"7,995"
29920030,still active,"15,995"
29920032,still active,"9,495"
29920049,inactive on: 04/09/2023,"30,000"
29920050,still active,"25,495"
29920054,still active,"10,000"
29920059,still active,"15,950"
29920079,inactive on: 10/09/2023,"9,700"
29920088,still active,"14,900"
29920089,still active,"15,900"
29920097,inactive on: 10/09/2023,"2,950"
29920098,still active,"13,500"
29920114,still active,"19,000"
29920135,still active,"12,250"
29920147,still active,"2,950"
29920165,still active,"3,790"
29920179,still active,"12,990"
29920195,still active,"7,399"
29920200,still active,"15,995"
29920209,still active,"8,800"
29920211,inactive on: 13/09/2023,"14,495"
29920212,still active,"6,490"
29920214,still active,"2,790"
29920217,inactive on: 10/09/2023,"17,490"
29920219,still active,"11,290"
29920229,still active,"17,495"
29920233,still active,"9,950"
29920273,still active,"24,999"
29920274,still active,"15,999"
29920278,inactive on: 10/09/2023,"10,999"
29920286,still active,"4,999"
29920299,still active,"6,800"
29920300,still active,"13,450"
29920318,inactive on: 10/09/2023,"15,999"
29920326,still active,"17,250"
29920331,inactive on: 10/09/2023,"12,790"
29920349,still active,"16,950"
29920368,inactive on: 04/09/2023,"17,950"
29920391,still active,"7,400"
29920392,still active,"22,750"
29920407,inactive on: 10/09/2023,"11,495"
29920410,still active,"12,750"
29920423,still active,"14,750"
29920427,still active,"12,495"
29920430,still active,"14,595"
29920433,still active,"9,280"
29920435,still active,"3,295"
29920451,still active,"2,995"
29920452,still active,"3,795"
29920457,still active,"33,995"
29920458,inactive on: 18/09/2023,"32,995"
29920469,still active,"55,995"
29920470,inactive on: 10/09/2023,"39,995"
29920486,inactive on: 13/09/2023,"17,795"
29920489,still active,"17,995"
29920524,still active,"4,995"
29920534,inactive on: 10/09/2023,"7,695"
29920540,still active,"7,995"
29920541,still active,"7,395"
29920544,inactive on: 10/09/2023,"5,995"
29920548,still active,"7,495"
29920549,still active,"8,995"
29920550,still active,"12,995"
29920557,inactive on: 10/09/2023,"5,495"
29920558,still active,"10,495"
29920561,still active,"11,495"
29920570,still active,"7,995"
29920571,still active,"7,995"
29920590,still active,"12,295"
29920598,still active,"11,495"
29920602,still active,"8,995"
29920649,inactive on: 18/09/2023,"4,999"
29920663,still active,"3,895"
29920677,still active,"3,695"
29920703,still active,"12,000"
29920705,inactive on: 10/09/2023,"9,750"
29920717,still active,"4,795"
29920721,still active,"16,295"
29920738,still active,"4,295"
29920748,still active,"12,499"
29920756,still active,"10,299"
29920758,still active,"6,495"
29920764,still active,"12,299"
29920772,still active,"28,994"
29920774,still active,"13,999"
29920775,still active,"23,994"
29920776,still active,"16,999"
29920778,still active,"17,994"
29920786,inactive on: 10/09/2023,"9,499"
29920788,still active,"11,499"
29920791,still active,"14,999"
29920800,still active,"8,494"
29920803,still active,"5,299"
29920822,still active,"20,994"
29920825,still active,"17,994"
29920827,still active,"17,349"
29920841,still active,"6,995"
29920857,still active,"4,240"
29920858,still active,"5,995"
29920883,still active,"9,695"
29920902,still active,"10,487"
29920913,inactive on: 04/09/2023,"6,787"
29920919,still active,"6,987"
29920929,inactive on: 18/09/2023,"16,490"
29920969,inactive on: 10/09/2023,"16,800"
29920970,inactive on: 18/09/2023,"19,650"
29920993,still active,"13,000"
29921002,still active,"8,750"
29921009,still active,"10,995"
29921016,still active,"6,850"
29921025,still active,"7,995"
29921037,still active,"76,995"
29921042,still active,"7,490"
29921049,still active,"17,450"
29921050,still active,"8,995"
29921052,still active,"12,995"
29921057,still active,"13,750"
29921058,still active,"10,450"
29921059,still active,"10,250"
29921065,still active,"11,250"
29921067,still active,"16,140"
29921076,still active,"21,295"
29921088,still active,"10,495"
29921090,still active,"7,495"
29921093,still active,"8,695"
29921094,still active,"6,995"
29921101,still active,"4,999"
29921105,inactive on: 10/09/2023,"4,999"
29921108,still active,"6,999"
29921110,still active,"5,995"
29921147,still active,"40,495"
29921151,still active,"51,680"
29921155,still active,"23,690"
29921169,still active,"22,995"
29921170,inactive on: 13/09/2023,"29,994"
29921171,inactive on: 04/09/2023,"8,995"
29921197,still active,"19,794"
29921209,still active,"11,927"
29921210,still active,"19,194"
29921221,still active,"20,136"
29921229,still active,"21,304"
29921253,still active,"15,200"
29921268,still active,"7,000"
29921269,still active,"11,300"
29921276,still active,"12,000"
29921290,still active,"10,000"
29921297,still active,"10,750"
29921298,still active,"7,995"
29921305,still active,"8,750"
29921307,still active,"5,750"
29921312,still active,"5,695"
29921336,still active,"7,995"
29921345,still active,"24,480"
29921364,inactive on: 10/09/2023,"29,995"
29921365,still active,"7,250"
29921366,still active,"19,480"
29921370,still active,"10,995"
29921385,still active,"9,250"
29921398,still active,"12,834"
29921399,still active,"16,995"
29921402,still active,"17,950"
29921405,still active,"20,495"
29921417,still active,"11,995"
29921423,still active,"16,495"
29921425,still active,"5,995"
29921496,inactive on: 10/09/2023,"14,999"
29921502,still active,"18,000"
29921516,inactive on: 10/09/2023,"18,947"
29921519,inactive on: 10/09/2023,"16,500"
29921532,still active,"8,250"
29921544,still active,"11,250"
29921549,inactive on: 18/09/2023,"13,500"
29921552,still active,"9,500"
29921553,still active,"8,000"
29921556,still active,"27,500"
29921557,still active,"13,000"
29921566,inactive on: 10/09/2023,"14,250"
29921567,still active,"6,000"
29921638,still active,"18,995"
29921721,still active,"29,699"
29921727,still active,"14,299"
29921742,still active,"27,599"
29921750,still active,"18,500"
29921764,still active,"11,595"
29921766,still active,"14,995"
29921773,still active,"29,999"
29921787,inactive on: 10/09/2023,"19,559"
29921788,still active,"10,945"
29921795,still active,"12,475"
29921796,still active,"9,945"
29921800,still active,"12,945"
29921816,still active,"21,239"
29921843,inactive on: 10/09/2023,"26,399"
29921848,still active,"22,799"
29921864,inactive on: 10/09/2023,"12,495"
29921866,still active,"15,495"
29921869,inactive on: 04/09/2023,"11,995"
29921870,still active,"34,995"
29921878,still active,"8,990"
29921884,still active,"13,990"
29921885,still active,"9,990"
29921888,still active,"16,990"
29921897,still active,"9,128"
29921899,still active,"15,500"
29921900,still active,"15,190"
29921914,still active,"6,995"
29921916,still active,"4,695"
29921922,still active,"6,995"
29921923,inactive on: 18/09/2023,"8,695"
29921940,still active,"9,000"
29921949,still active,"14,599"
29921970,inactive on: 10/09/2023,"12,494"
29921976,still active,"9,995"
29922002,still active,"2,400"
29922010,still active,"23,490"
29922093,still active,"32,950"
29922101,still active,"11,450"
29922106,still active,"3,950"
29922107,still active,"4,750"
29922108,still active,"2,250"
29922111,inactive on: 10/09/2023,"14,500"
29922139,still active,"15,798"
29922142,still active,"25,498"
29922150,still active,"9,995"
29922153,still active,"8,798"
29922161,inactive on: 18/09/2023,"21,299"
29922167,inactive on: 10/09/2023,"4,350"
29922179,inactive on: 18/09/2023,"15,699"
29922188,still active,"20,499"
29922192,inactive on: 10/09/2023,"13,599"
29922206,still active,"28,799"
29922217,inactive on: 10/09/2023,"10,995"
29922225,still active,"20,499"
29922240,still active,"17,295"
29922244,still active,"19,499"
29922265,still active,"18,911"
29922266,still active,"22,113"
29922282,still active,"4,495"
29922285,still active,"5,995"
29922323,still active,"11,990"
29922341,still active,"9,990"
29922354,inactive on: 18/09/2023,"8,995"
29922373,still active,"23,595"
29922374,still active,"9,495"
29922384,still active,"6,195"
29922416,still active,"11,450"
29922437,inactive on: 10/09/2023,"15,750"
29922472,still active,"20,000"
29922495,still active,"26,000"
29922501,still active,"45,995"
29922534,still active,"5,999"
29922540,still active,"16,499"
29922541,still active,"11,999"
29922542,still active,"18,999"
29922559,still active,"13,530"
29922561,inactive on: 18/09/2023,"34,184"
29922563,inactive on: 18/09/2023,"18,745"
29922602,still active,"5,957"
29922607,still active,"7,489"
29922656,still active,"8,799"
29922688,inactive on: 10/09/2023,"32,999"
29922715,still active,"11,795"
29922841,still active,"44,790"
29922873,still active,"43,890"
29922922,inactive on: 10/09/2023,"32,890"
29922944,still active,"14,450"
29922969,still active,"19,990"
29923108,still active,"6,690"
29923113,still active,"17,690"
29923141,still active,"24,950"
29923143,still active,"33,500"
29923156,still active,"54,490"
29923179,inactive on: 18/09/2023,"14,995"
29923200,inactive on: 18/09/2023,"20,420"
29923214,still active,"18,990"
29923218,inactive on: 10/09/2023,"16,690"
29923227,still active,"24,290"
29923237,still active,"34,798"
29923290,inactive on: 04/09/2023,"19,240"
29923344,inactive on: 04/09/2023,"31,300"
29923345,still active,"29,690"
29923411,inactive on: 18/09/2023,"36,280"
29923419,still active,"139,000"
29923441,inactive on: 13/09/2023,"37,986"
29923459,inactive on: 04/09/2023,"42,000"
29923523,still active,"30,250"
29923544,still active,"32,880"
29923579,still active,"22,595"
29923581,inactive on: 18/09/2023,"16,750"
29923663,still active,"20,490"
29923671,inactive on: 18/09/2023,"16,490"
29923677,still active,"25,490"
29923692,inactive on: 10/09/2023,"11,980"
29923710,still active,"15,950"
29923735,still active,"18,450"
29923888,inactive on: 10/09/2023,"22,895"
29923941,inactive on: 18/09/2023,"14,480"
29923953,inactive on: 10/09/2023,"27,880"
29924017,still active,"23,961"
29924055,still active,"43,480"
29924063,inactive on: 13/09/2023,"31,375"
29924064,still active,"33,800"
29924078,still active,"50,275"
29924132,inactive on: 10/09/2023,"11,780"
29924156,inactive on: 04/09/2023,"20,495"
29924185,inactive on: 04/09/2023,"10,995"
29924237,still active,"26,870"
29924273,still active,"25,590"
29924394,inactive on: 10/09/2023,"19,995"
29924423,still active,"19,385"
29924439,still active,"17,995"
29924440,inactive on: 10/09/2023,"19,495"
29924450,still active,"19,895"
29924453,still active,"15,495"
29924489,inactive on: 04/09/2023,"44,399"
29924691,inactive on: 18/09/2023,"12,499"
29924962,inactive on: 10/09/2023,"16,999"
29924997,still active,"23,299"
29925101,still active,"34,291"
29925148,still active,"28,995"
29925152,still active,"19,239"
29925159,inactive on: 10/09/2023,"15,299"
29925184,inactive on: 04/09/2023,"9,565"
29925205,inactive on: 04/09/2023,"11,995"
29925210,inactive on: 04/09/2023,"12,660"
29925211,inactive on: 04/09/2023,"12,660"
29925212,inactive on: 04/09/2023,"12,660"
29925217,inactive on: 04/09/2023,"11,995"
29925250,inactive on: 04/09/2023,"23,995"
29925268,still active,"14,999"
29925309,still active,"15,350"
29925323,still active,"19,000"
29925331,still active,"18,600"
29925333,inactive on: 04/09/2023,"15,100"
29925841,still active,"32,388"
29925847,still active,"18,570"
29925855,still active,"12,990"
29925893,still active,"4,495"
29925899,still active,"4,295"
29925911,still active,"4,295"
29925960,still active,"10,999"
29925961,still active,"8,499"
29925978,still active,"18,495"
29925980,still active,"18,995"
29926089,still active,"15,000"
29926166,inactive on: 18/09/2023,"4,399"
29926169,inactive on: 18/09/2023,"3,495"
29926205,still active,"3,999"
29926206,still active,"4,999"
29926256,inactive on: 10/09/2023,"21,975"
29926264,still active,"12,490"
29926271,still active,"17,660"
29926296,inactive on: 10/09/2023,"36,990"
29926326,still active,"8,000"
29926337,still active,"13,880"
29926350,still active,"18,980"
29926353,still active,"10,590"
29926395,still active,"16,600"
29926409,inactive on: 10/09/2023,"10,695"
29926414,still active,"6,950"
29926421,still active,"11,000"
29926423,still active,"7,900"
29926427,still active,"7,150"
29926428,still active,"11,550"
29926435,still active,"14,995"
29926440,still active,"16,548"
29926442,still active,"37,990"
29926466,inactive on: 10/09/2023,"39,950"
29926502,still active,"5,995"
29926509,still active,"4,995"
29926513,still active,"6,495"
29926516,inactive on: 10/09/2023,"22,788"
29926519,inactive on: 18/09/2023,"24,990"
29926521,inactive on: 13/09/2023,"49,990"
29926524,still active,"58,990"
29926541,inactive on: 18/09/2023,"26,990"
29926542,still active,"25,990"
29926619,still active,"8,995"
29926651,inactive on: 10/09/2023,"6,200"
29926705,still active,"12,990"
29926707,inactive on: 10/09/2023,"10,495"
29926734,still active,"7,995"
29926748,still active,"7,995"
29926754,still active,"8,495"
29926765,still active,"6,495"
29926766,still active,"12,495"
29926768,inactive on: 10/09/2023,"7,495"
29926771,still active,"14,495"
29926777,still active,"8,995"
29926779,still active,"5,995"
29926785,still active,"8,995"
29926788,still active,"32,921"
29926790,still active,"4,000"
29926791,still active,"31,998"
29926796,still active,"7,500"
29926807,still active,"5,500"
29926822,inactive on: 13/09/2023,"37,950"
29926825,still active,"19,990"
29926831,still active,"15,490"
29926835,still active,"26,792"
29926838,still active,"31,725"
29926849,still active,"41,998"
29926850,inactive on: 10/09/2023,"11,990"
29926854,still active,"10,290"
29926855,still active,"1,050"
29926858,still active,"31,990"
29926860,still active,"6,195"
29926867,still active,"15,990"
29926894,still active,"9,995"
29926901,inactive on: 04/09/2023,"7,395"
29926922,still active,"9,495"
29926927,still active,"11,995"
29926930,still active,"11,795"
29926939,still active,"6,495"
29926944,inactive on: 10/09/2023,"24,990"
29926950,still active,"67,995"
29926953,still active,"15,888"
29926956,still active,"25,888"
29926959,still active,"19,995"
29926969,still active,"12,395"
29926974,still active,"8,395"
29926994,still active,"13,000"
29927007,still active,"8,190"
29927034,still active,"7,000"
29927038,inactive on: 10/09/2023,"7,990"
29927080,inactive on: 10/09/2023,"2,995"
29927084,still active,"2,195"
29927098,still active,"6,995"
29927101,still active,"36,995"
29927102,still active,"17,995"
29927117,still active,"21,295"
29927128,inactive on: 10/09/2023,"14,995"
29927133,still active,"18,495"
29927156,still active,"15,588"
29927165,still active,"18,700"
29927188,still active,"15,400"
29927209,still active,"23,280"
29927214,inactive on: 10/09/2023,"10,400"
29927219,still active,"18,360"
29927221,inactive on: 10/09/2023,"12,840"
29927226,inactive on: 10/09/2023,"20,040"
29927228,still active,"25,188"
29927258,still active,"13,920"
29927259,still active,"14,040"
29927260,still active,"13,188"
29927261,still active,"12,480"
29927265,still active,"13,188"
29927306,still active,"17,040"
29927318,still active,"4,995"
29927325,still active,"17,988"
29927331,still active,"17,988"
29927333,still active,"8,400"
29927339,still active,"15,495"
29927377,inactive on: 10/09/2023,"34,440"
29927382,still active,"14,148"
29927384,still active,"15,990"
29927386,inactive on: 04/09/2023,"21,588"
29927397,still active,"13,680"
29927420,inactive on: 18/09/2023,"11,990"
29927421,still active,"11,988"
29927432,still active,"21,400"
29927442,still active,"19,188"
29927510,still active,"16,400"
29927516,still active,"20,040"
29927523,still active,"21,960"
29927527,still active,"13,790"
29927548,still active,"21,240"
29927553,still active,"21,240"
29927554,still active,"20,040"
29927557,inactive on: 10/09/2023,"21,840"
29927574,inactive on: 18/09/2023,"9,970"
29927594,still active,"14,990"
29927602,still active,"28,080"
29927613,still active,"9,400"
29927615,still active,"16,080"
29927616,inactive on: 18/09/2023,"12,990"
29927635,still active,"14,300"
29927640,inactive on: 10/09/2023,"35,640"
29927644,still active,"13,188"
29927653,still active,"8,990"
29927658,still active,"10,400"
29927677,inactive on: 04/09/2023,"12,840"
29927682,still active,"5,495"
29927688,still active,"6,995"
29927702,still active,"13,990"
29927718,still active,"14,500"
29927727,inactive on: 10/09/2023,"12,950"
29927729,still active,"21,750"
29927739,still active,"14,850"
29927741,inactive on: 10/09/2023,"10,749"
29927742,still active,"5,500"
29927746,still active,"20,500"
29927754,still active,"6,500"
29927777,inactive on: 10/09/2023,"5,489"
29927786,inactive on: 04/09/2023,"49,199"
29927787,still active,"12,989"
29927793,still active,"7,689"
29927818,still active,"5,495"
29927822,inactive on: 10/09/2023,"6,995"
29927823,still active,"7,450"
29927829,still active,"24,750"
29927834,still active,"6,995"
29927835,still active,"15,750"
29927844,inactive on: 18/09/2023,"9,995"
29927849,still active,"5,999"
29927851,still active,"20,990"
29927858,still active,"5,995"
29927863,still active,"2,995"
29927866,still active,"9,490"
29927888,still active,"7,495"
29927893,still active,"8,495"
29927899,still active,"6,795"
29927906,inactive on: 10/09/2023,"13,495"
29927914,still active,"5,990"
29927969,still active,"4,995"
29927970,still active,"4,495"
29927993,still active,"6,750"
29928001,still active,"4,750"
29928002,still active,"21,995"
29928041,still active,"31,495"
29928102,still active,"30,948"
29928129,still active,"6,990"
29928133,still active,"16,499"
29928135,still active,"10,499"
29928136,still active,"10,999"
29928144,inactive on: 18/09/2023,"14,999"
29928154,still active,"19,999"
29928155,still active,"17,499"
29928162,still active,"10,299"
29928170,still active,"5,999"
29928174,inactive on: 10/09/2023,"9,299"
29928175,still active,"13,999"
29928188,still active,"7,095"
29928204,still active,"5,500"
29928237,inactive on: 10/09/2023,"178,995"
29928239,still active,"25,495"
29928240,still active,"13,995"
29928242,still active,"7,995"
29928243,still active,"29,394"
29928249,still active,"32,394"
29928252,still active,"51,495"
29928253,still active,"45,995"
29928268,still active,"20,295"
29928274,still active,"16,295"
29928276,still active,"20,995"
29928337,still active,"14,395"
29928346,still active,"23,495"
29928349,still active,"70,800"
29928353,still active,"14,995"
29928359,inactive on: 10/09/2023,"13,995"
29928381,still active,"14,999"
29928397,still active,"10,200"
29928406,still active,"14,995"
29928423,still active,"17,995"
29928435,still active,"8,555"
29928436,still active,"15,997"
29928456,still active,"14,998"
29928473,still active,"21,997"
29928479,still active,"14,997"
29928484,still active,"12,997"
29928487,still active,"19,897"
29928502,inactive on: 04/09/2023,"12,250"
29928505,still active,"35,990"
29928509,still active,"10,990"
29928538,still active,"7,490"
