ID value,Status,Price (£)
29928554,inactive on: 10/09/2023,"9,970"
29928585,inactive on: 10/09/2023,"5,222"
29928606,still active,"7,995"
29928609,still active,"13,295"
29928610,still active,"14,295"
29928611,still active,"13,995"
29928617,still active,"9,195"
29928622,still active,"12,295"
29928627,still active,"12,995"
29928635,still active,"22,890"
29928646,still active,"12,389"
29928664,still active,"8,289"
29928666,still active,"13,989"
29928668,still active,"11,387"
29928670,still active,"7,741"
29928708,still active,"71,388"
29928710,still active,"11,499"
29928714,still active,"9,999"
29928721,still active,"9,999"
29928739,still active,"21,695"
29928761,inactive on: 18/09/2023,"16,979"
29928775,still active,"19,995"
29928799,inactive on: 18/09/2023,"16,995"
29928812,still active,"11,995"
29928823,still active,"8,195"
29928830,still active,"5,295"
29928838,still active,"14,495"
29928845,still active,"13,495"
29928878,still active,"8,495"
29928881,still active,"36,767"
29928885,still active,"15,995"
29928899,still active,"8,495"
29928918,still active,"2,995"
29928922,still active,"12,495"
29928940,inactive on: 13/09/2023,"7,250"
29928944,still active,"6,995"
29928964,still active,"3,290"
29928977,still active,"8,500"
29928979,inactive on: 10/09/2023,"4,995"
29928982,still active,"20,000"
29928983,still active,"8,999"
29928984,still active,"13,000"
29928997,still active,"6,499"
29929008,still active,"10,895"
29929017,still active,"10,695"
29929018,still active,"5,995"
29929022,still active,"14,395"
29929023,still active,"14,795"
29929034,still active,"10,295"
29929047,still active,"7,995"
29929048,still active,"4,295"
29929051,still active,"5,995"
29929054,inactive on: 04/09/2023,"4,995"
29929060,inactive on: 18/09/2023,"7,995"
29929066,still active,"8,995"
29929085,still active,"13,850"
29929092,inactive on: 18/09/2023,"2,995"
29929121,still active,"4,795"
29929132,still active,"3,895"
29929133,still active,"3,495"
29929184,inactive on: 13/09/2023,"8,995"
29929204,still active,"10,495"
29929213,still active,"74,995"
29929215,still active,"42,995"
29929224,still active,"39,995"
29929226,still active,"52,995"
29929256,still active,"55,495"
29929268,still active,"42,995"
29929277,inactive on: 04/09/2023,"9,290"
29929296,still active,"16,290"
29929306,inactive on: 18/09/2023,"5,491"
29929307,inactive on: 10/09/2023,"8,990"
29929324,still active,"6,491"
29929329,still active,"7,491"
29929336,still active,"7,791"
29929341,still active,"6,000"
29929344,still active,"7,450"
29929354,still active,"49,991"
29929356,still active,"4,000"
29929362,still active,"35,222"
29929374,inactive on: 18/09/2023,"7,995"
29929375,still active,"38,471"
29929378,still active,"49,481"
29929386,inactive on: 13/09/2023,"6,999"
29929390,still active,"8,221"
29929396,still active,"37,991"
29929398,still active,"41,991"
29929404,still active,"38,180"
29929405,still active,"7,495"
29929412,still active,"78,991"
29929427,still active,"12,495"
29929430,still active,"32,995"
29929432,still active,"13,495"
29929434,still active,"14,599"
29929450,still active,"23,995"
29929451,still active,"47,994"
29929465,inactive on: 10/09/2023,"10,495"
29929486,inactive on: 10/09/2023,"15,300"
29929491,still active,"1,995"
29929521,still active,"5,966"
29929522,still active,"5,966"
29929523,still active,"3,988"
29929525,still active,"5,966"
29929527,still active,"6,688"
29929530,still active,"16,455"
29929534,still active,"2,455"
29929536,still active,"15,566"
29929539,still active,"8,966"
29929542,still active,"10,866"
29929546,still active,"7,490"
29929547,still active,"6,966"
29929556,still active,"9,655"
29929563,still active,"6,490"
29929569,still active,"6,890"
29929578,still active,"7,490"
29929579,still active,"6,490"
29929580,inactive on: 04/09/2023,"9,490"
29929588,inactive on: 18/09/2023,"4,490"
29929595,still active,"6,490"
29929597,still active,"7,490"
29929605,still active,"10,490"
29929607,still active,"8,490"
29929609,still active,"11,990"
29929612,still active,"19,671"
29929616,still active,"10,490"
29929668,still active,"29,995"
29929669,inactive on: 10/09/2023,"4,991"
29929676,inactive on: 10/09/2023,"6,291"
29929683,inactive on: 18/09/2023,"24,995"
29929694,still active,"11,995"
29929701,still active,"8,750"
29929704,still active,"2,295"
29929713,inactive on: 10/09/2023,"14,991"
29929714,still active,"9,491"
29929716,inactive on: 04/09/2023,"6,991"
29929718,still active,"5,491"
29929722,inactive on: 10/09/2023,"20,990"
29929723,still active,"14,500"
29929730,inactive on: 04/09/2023,"2,000"
29929740,still active,"39,995"
29929742,inactive on: 04/09/2023,"3,250"
29929743,still active,"20,990"
29929764,still active,"19,000"
29929766,still active,"19,250"
29929788,still active,"19,990"
29929789,inactive on: 10/09/2023,"11,650"
29929814,inactive on: 04/09/2023,"15,500"
29929835,still active,"10,495"
29929836,still active,"6,395"
29929845,still active,"15,594"
29929869,still active,"7,495"
29929870,still active,"7,850"
29929872,still active,"11,995"
29929882,still active,"25,999"
29929887,still active,"19,295"
29929889,still active,"7,499"
29929891,still active,"15,995"
29929893,still active,"16,495"
29929896,still active,"19,495"
29929915,still active,"16,795"
29929973,still active,"5,995"
29930017,still active,"9,495"
29930021,still active,"10,995"
29930023,inactive on: 10/09/2023,"19,194"
29930028,still active,"11,995"
29930062,still active,"6,995"
29930093,inactive on: 04/09/2023,"7,900"
29930109,still active,"4,999"
29930112,still active,"5,499"
29930131,still active,"28,995"
29930141,still active,"7,095"
29930143,still active,"12,495"
29930155,still active,"4,795"
29930156,still active,"15,234"
29930158,still active,"15,695"
29930160,still active,"7,995"
29930178,still active,"9,995"
29930195,inactive on: 10/09/2023,"8,995"
29930203,inactive on: 10/09/2023,"15,594"
29930214,still active,"12,995"
29930215,inactive on: 10/09/2023,"7,400"
29930216,still active,"11,495"
29930220,still active,"25,194"
29930240,still active,"15,995"
29930250,still active,"26,995"
29930257,still active,"16,995"
29930264,still active,"11,895"
29930268,still active,"17,995"
29930272,still active,"26,995"
29930274,still active,"8,700"
29930298,still active,"8,895"
29930309,still active,"19,491"
29930347,still active,"6,995"
29930412,still active,"8,299"
29930432,inactive on: 10/09/2023,"11,199"
29930435,still active,"13,999"
29930436,still active,"17,999"
29930447,still active,"8,999"
29930448,still active,"7,599"
29930453,still active,"8,999"
29930454,still active,"13,799"
29930456,still active,"15,899"
29930457,inactive on: 18/09/2023,"14,499"
29930466,still active,"14,699"
29930489,still active,"8,995"
29930498,still active,"11,995"
29930505,inactive on: 18/09/2023,"11,995"
29930510,still active,"10,995"
29930521,still active,"7,995"
29930523,still active,"6,995"
29930531,still active,"6,995"
29930533,still active,"59,995"
29930546,still active,"21,995"
29930552,still active,"8,250"
29930555,still active,"10,000"
29930578,still active,"8,000"
29930582,still active,"8,000"
29930622,still active,"17,795"
29930625,inactive on: 18/09/2023,"13,995"
29930642,inactive on: 18/09/2023,"13,995"
29930644,still active,"5,695"
29930659,still active,"4,595"
29930688,still active,"22,799"
29930690,still active,"23,399"
29930692,still active,"12,999"
29930713,still active,"20,399"
29930722,still active,"16,439"
29930754,still active,"9,195"
29930769,still active,"19,695"
29930776,still active,"14,995"
29930785,still active,"13,495"
29930789,still active,"3,795"
29930790,still active,"10,295"
29930810,inactive on: 10/09/2023,"13,995"
29930824,still active,"14,985"
29930835,still active,"6,585"
29930841,still active,"19,985"
29930846,still active,"46,985"
29930847,still active,"22,985"
29930882,still active,"9,390"
29930885,inactive on: 18/09/2023,"2,990"
29930887,still active,"3,490"
29930931,still active,"39,290"
29930972,still active,"23,628"
29930988,inactive on: 04/09/2023,"20,990"
29931085,still active,"7,899"
29931094,still active,"9,299"
29931096,inactive on: 13/09/2023,"10,299"
29931119,still active,"8,499"
29931121,still active,"6,699"
29931125,still active,"8,799"
29931134,still active,"6,590"
29931147,still active,"6,500"
29931172,still active,"9,570"
29931179,inactive on: 10/09/2023,"6,975"
29931214,still active,"5,495"
29931216,still active,"6,995"
29931218,still active,"14,995"
29931220,still active,"7,495"
29931255,still active,"20,989"
29931257,still active,"7,589"
29931271,still active,"43,989"
29931308,still active,"19,990"
29931320,still active,"10,794"
29931321,still active,"12,600"
29931322,inactive on: 18/09/2023,"17,400"
29931324,inactive on: 10/09/2023,"10,800"
29931333,still active,"4,995"
29931340,still active,"3,995"
29931342,still active,"6,995"
29931345,still active,"4,995"
29931346,inactive on: 13/09/2023,"6,695"
29931348,still active,"5,495"
29931350,still active,"5,495"
29931353,still active,"5,000"
29931355,still active,"8,500"
29931359,still active,"11,495"
29931376,inactive on: 10/09/2023,"8,995"
29931412,still active,"8,490"
29931449,inactive on: 18/09/2023,"11,495"
29931456,still active,"9,995"
29931457,inactive on: 10/09/2023,"19,995"
29931511,still active,"26,995"
29931515,still active,"15,989"
29931520,still active,"10,989"
29931521,still active,"23,989"
29931523,inactive on: 18/09/2023,"20,489"
29931551,still active,"16,989"
29931554,still active,"19,989"
29931556,still active,"13,989"
29931573,still active,"18,995"
29931576,still active,"21,995"
29931589,still active,"22,980"
29931601,inactive on: 18/09/2023,"17,980"
29931626,still active,"3,999"
29931632,inactive on: 10/09/2023,"10,999"
29931643,still active,"1,699"
29931646,still active,"33,999"
29931669,still active,"9,990"
29931732,still active,"32,995"
29931754,still active,"21,495"
29931765,still active,"16,995"
29931791,still active,"47,995"
29931792,still active,"17,495"
29931795,inactive on: 10/09/2023,"7,495"
29931808,still active,"26,950"
29931814,still active,"22,450"
29931832,still active,"10,800"
29931837,still active,"15,000"
29931871,still active,"15,499"
29931892,still active,"11,999"
29931896,still active,"9,299"
29931900,still active,"14,199"
29931904,inactive on: 18/09/2023,"8,999"
29931909,inactive on: 10/09/2023,"11,999"
29931919,still active,"15,400"
29931924,still active,"16,500"
29931926,still active,"13,200"
29931933,still active,"10,990"
29931935,inactive on: 18/09/2023,"13,000"
29931937,still active,"15,995"
29931945,still active,"9,499"
29931947,still active,"5,999"
29931948,still active,"4,999"
29931950,still active,"8,999"
29931952,still active,"9,999"
29931953,still active,"3,999"
29931956,still active,"7,999"
29931958,still active,"11,999"
29931959,still active,"11,999"
29931960,still active,"7,999"
29931962,still active,"2,999"
29931965,still active,"9,999"
29931977,still active,"17,750"
29932008,inactive on: 10/09/2023,"15,000"
29932012,still active,"12,000"
29932228,still active,"17,500"
29932278,inactive on: 13/09/2023,"14,229"
29932312,still active,"65,758"
29932384,still active,"23,995"
29932515,still active,"28,390"
29932620,still active,"16,000"
29932630,still active,"15,000"
29932643,inactive on: 04/09/2023,"11,000"
29932644,still active,"15,700"
29932664,still active,"17,300"
29932687,inactive on: 04/09/2023,"12,800"
29932689,inactive on: 13/09/2023,"22,900"
29932692,inactive on: 13/09/2023,"18,000"
29932847,still active,"19,600"
29932853,inactive on: 18/09/2023,"14,500"
29932873,still active,"5,675"
29933020,still active,"24,500"
29933078,still active,"21,495"
29933087,still active,"29,695"
29933088,still active,"30,495"
29933121,inactive on: 18/09/2023,"21,475"
29933499,inactive on: 18/09/2023,"31,990"
29933518,still active,"9,490"
29933526,still active,"8,990"
29933528,still active,"11,490"
29933533,still active,"10,990"
29933534,inactive on: 10/09/2023,"15,695"
29933535,still active,"3,000"
29933539,still active,"1,995"
29933540,still active,"17,695"
29933552,still active,"1,000"
29933553,still active,"12,782"
29933562,still active,"6,585"
29933582,still active,"9,495"
29933588,still active,"10,990"
29933597,still active,"7,495"
29933604,still active,"16,995"
29933613,still active,"8,495"
29933627,inactive on: 13/09/2023,"21,954"
29933636,still active,"6,495"
29933669,inactive on: 10/09/2023,"15,990"
29933697,still active,"4,595"
29933702,still active,"8,595"
29933704,still active,"8,895"
29933706,still active,"14,995"
29933714,still active,"9,960"
29933717,still active,"15,588"
29933719,still active,"13,188"
29933721,still active,"11,988"
29933724,still active,"13,560"
29933731,still active,"10,990"
29933734,still active,"6,500"
29933739,still active,"14,880"
29933741,still active,"22,788"
29933747,inactive on: 10/09/2023,"20,388"
29933748,still active,"17,988"
29933760,still active,"7,990"
29933763,still active,"21,588"
29933767,still active,"11,388"
29933768,inactive on: 10/09/2023,"20,040"
29933770,still active,"20,880"
29933775,inactive on: 18/09/2023,"15,400"
29933783,still active,"24,840"
29933786,still active,"22,080"
29933787,inactive on: 10/09/2023,"13,700"
29933795,still active,"16,990"
29933797,still active,"34,788"
29933803,still active,"14,700"
29933825,still active,"23,988"
29933844,still active,"20,880"
29933849,still active,"6,750"
29933856,still active,"7,491"
29933859,still active,"18,990"
29933870,still active,"11,495"
29933871,still active,"7,895"
29933880,still active,"23,391"
29933884,still active,"17,990"
29933904,still active,"10,489"
29933911,still active,"8,989"
29933926,still active,"13,989"
29933927,still active,"11,489"
29933929,still active,"8,489"
29933940,still active,"8,060"
29933944,still active,"29,999"
29933947,still active,"9,499"
29933950,still active,"8,299"
29933957,still active,"6,700"
29933958,still active,"7,999"
29933962,still active,"11,000"
29933987,still active,"17,000"
29933991,still active,"8,995"
29934007,still active,"7,395"
29934008,still active,"25,700"
29934012,still active,"10,295"
29934015,inactive on: 10/09/2023,"7,795"
29934016,still active,"7,495"
29934036,still active,"7,495"
29934053,still active,"11,995"
29934068,still active,"3,490"
29934099,still active,"28,560"
29934112,still active,"10,990"
29934116,still active,"8,790"
29934120,still active,"9,990"
29934121,still active,"18,990"
29934123,still active,"16,850"
29934134,still active,"10,990"
29934165,still active,"5,995"
29934171,still active,"4,695"
29934178,still active,"18,800"
29934189,inactive on: 10/09/2023,"4,650"
29934191,inactive on: 18/09/2023,"18,750"
29934193,still active,"13,000"
29934201,still active,"4,950"
29934207,inactive on: 18/09/2023,"5,499"
29934244,still active,"17,995"
29934248,still active,"16,995"
29934254,still active,"34,794"
29934266,still active,"18,995"
29934269,still active,"32,995"
29934271,still active,"24,995"
29934272,still active,"18,995"
29934276,still active,"23,995"
29934292,still active,"7,188"
29934315,inactive on: 10/09/2023,"17,950"
29934326,still active,"26,500"
29934342,inactive on: 10/09/2023,"61,950"
29934347,inactive on: 18/09/2023,"26,850"
29934367,inactive on: 18/09/2023,"37,995"
29934374,still active,"6,300"
29934378,still active,"12,000"
29934384,still active,"6,600"
29934386,still active,"5,495"
29934390,inactive on: 10/09/2023,"8,750"
29934391,still active,"7,750"
29934394,still active,"8,000"
29934406,still active,"33,750"
29934414,still active,"14,250"
29934423,still active,"8,800"
29934429,still active,"2,500"
29934431,still active,"2,000"
29934435,still active,"7,922"
29934436,still active,"6,900"
29934437,still active,"14,500"
29934440,inactive on: 10/09/2023,"2,000"
29934444,still active,"7,500"
29934459,still active,"13,995"
29934465,still active,"15,750"
29934492,still active,"11,995"
29934494,still active,"4,495"
29934500,still active,"5,995"
29934503,still active,"20,990"
29934513,still active,"9,995"
29934528,inactive on: 10/09/2023,"4,995"
29934537,still active,"6,595"
29934574,inactive on: 18/09/2023,"9,495"
29934587,still active,"15,495"
29934595,inactive on: 10/09/2023,"3,995"
29934629,still active,"7,850"
29934645,still active,"9,795"
29934654,still active,"7,250"
29934659,still active,"5,495"
29934687,still active,"35,900"
29934691,still active,"32,500"
29934700,still active,"5,295"
29934718,still active,"8,295"
29934719,still active,"7,795"
29934743,still active,"4,495"
29934806,still active,"10,495"
29934828,still active,"15,990"
29934845,inactive on: 10/09/2023,"6,495"
29934851,still active,"8,750"
29934888,inactive on: 10/09/2023,"7,995"
29934895,still active,"6,388"
29934897,still active,"14,290"
29934898,inactive on: 10/09/2023,"18,490"
29934903,still active,"4,000"
29934969,still active,"15,990"
29935008,still active,"9,495"
29935010,still active,"7,995"
29935011,still active,"8,995"
29935034,inactive on: 13/09/2023,"16,900"
29935038,inactive on: 10/09/2023,"20,394"
29935048,still active,"32,990"
29935055,still active,"9,995"
29935075,still active,"5,495"
29935079,still active,"5,695"
29935093,still active,"21,999"
29935112,still active,"52,000"
29935114,still active,"7,995"
29935120,still active,"3,686"
29935170,inactive on: 18/09/2023,"9,500"
29935178,still active,"19,450"
29935187,still active,"12,995"
29935188,still active,"22,450"
29935228,inactive on: 10/09/2023,"6,495"
29935234,still active,"6,290"
29935256,still active,"4,499"
29935261,still active,"17,000"
29935283,still active,"4,990"
29935291,inactive on: 10/09/2023,"6,490"
29935295,inactive on: 18/09/2023,"6,495"
29935299,inactive on: 10/09/2023,"5,795"
29935330,still active,"17,500"
29935336,still active,"7,250"
29935342,still active,"6,500"
29935346,still active,"12,000"
29935379,still active,"36,490"
29935383,still active,"8,490"
29935400,inactive on: 10/09/2023,"13,695"
29935405,still active,"9,695"
29935419,still active,"14,495"
29935451,still active,"9,795"
29935477,still active,"9,995"
29935480,still active,"8,495"
29935525,still active,"11,895"
29935548,inactive on: 13/09/2023,"8,295"
29935553,still active,"7,995"
29935561,still active,"10,995"
29935570,inactive on: 18/09/2023,"11,295"
29935574,still active,"19,990"
29935580,still active,"7,890"
29935583,still active,"10,490"
29935587,still active,"11,490"
29935598,still active,"17,990"
29935600,still active,"12,990"
29935621,still active,"14,890"
29935637,still active,"6,290"
29935639,still active,"3,390"
29935641,still active,"23,190"
29935664,inactive on: 10/09/2023,"13,490"
29935668,still active,"15,490"
29935670,still active,"22,290"
29935684,still active,"1,895"
29935782,still active,"11,695"
29935785,still active,"10,395"
29935794,still active,"15,995"
29935801,still active,"24,171"
29935803,still active,"38,000"
29935809,still active,"16,995"
29935810,inactive on: 10/09/2023,"6,495"
29935817,still active,"20,995"
29935826,inactive on: 18/09/2023,"20,995"
29935828,still active,"28,995"
29935829,still active,"17,995"
29935833,still active,"25,995"
29935843,still active,"19,495"
29935863,still active,"56,950"
29935866,still active,"22,995"
29935876,still active,"8,995"
29935889,still active,"16,295"
29935896,still active,"21,495"
29935904,still active,"17,895"
29935905,inactive on: 10/09/2023,"15,295"
29935932,still active,"15,234"
29935936,still active,"8,995"
29935940,still active,"9,995"
29935946,still active,"23,945"
29935961,inactive on: 13/09/2023,"38,557"
29935974,still active,"8,989"
29935987,inactive on: 10/09/2023,"7,989"
29935988,still active,"7,989"
29935989,still active,"11,989"
29935993,still active,"29,890"
29936011,inactive on: 10/09/2023,"7,999"
29936018,still active,"6,000"
29936025,still active,"7,000"
29936041,still active,"17,915"
29936060,still active,"6,495"
29936068,still active,"11,995"
29936071,still active,"14,495"
29936077,still active,"10,750"
29936083,still active,"6,495"
29936084,still active,"6,995"
29936142,still active,"16,999"
29936152,still active,"20,999"
29936191,still active,"15,990"
29936201,still active,"13,999"
29936203,still active,"15,999"
29936234,still active,"27,995"
29936242,still active,"29,995"
29936246,still active,"11,500"
29936250,still active,"11,500"
29936252,still active,"8,995"
29936254,still active,"13,500"
29936255,still active,"23,999"
29936256,still active,"6,452"
29936265,still active,"6,476"
29936270,still active,"11,895"
29936282,still active,"7,932"
29936283,still active,"10,261"
29936286,still active,"17,517"
29936299,still active,"6,613"
29936312,still active,"13,495"
29936341,still active,"17,495"
29936344,still active,"6,995"
29936350,still active,"8,999"
29936351,still active,"8,999"
29936360,still active,"31,990"
29936361,still active,"19,490"
29936365,still active,"2,745"
29936367,still active,"7,750"
29936369,inactive on: 18/09/2023,"7,750"
29936387,inactive on: 10/09/2023,"16,995"
29936403,still active,"8,999"
29936418,still active,"21,892"
29936421,still active,"28,664"
29936423,inactive on: 18/09/2023,"31,000"
29936425,still active,"18,000"
29936432,still active,"19,874"
29936434,still active,"30,943"
29936437,still active,"28,477"
29936444,still active,"4,990"
29936447,still active,"7,490"
29936449,still active,"11,990"
29936461,inactive on: 18/09/2023,"8,680"
29936467,still active,"4,795"
29936478,still active,"4,495"
29936481,still active,"4,695"
29936482,still active,"6,995"
29936489,still active,"9,299"
29936491,still active,"12,299"
29936494,still active,"7,999"
29936495,still active,"12,999"
29936516,still active,"42,995"
29936520,still active,"71,995"
29936525,still active,"14,495"
29936527,still active,"26,995"
29936576,still active,"7,995"
29936578,still active,"26,995"
29936580,still active,"6,195"
29936587,inactive on: 10/09/2023,"28,950"
29936600,still active,"22,439"
29936602,still active,"26,995"
29936607,still active,"14,675"
29936614,still active,"12,021"
29936625,still active,"5,790"
29936637,still active,"23,495"
29936640,inactive on: 10/09/2023,"9,995"
29936655,still active,"12,495"
29936656,still active,"13,995"
29936681,still active,"2,995"
29936687,still active,"29,995"
29936690,inactive on: 10/09/2023,"6,995"
29936703,still active,"10,000"
29936708,inactive on: 18/09/2023,"16,995"
29936713,still active,"19,495"
29936715,still active,"23,495"
29936768,inactive on: 10/09/2023,"10,150"
29936773,still active,"8,995"
29936791,still active,"18,790"
29936803,still active,"7,750"
29936812,still active,"13,500"
29936820,still active,"28,740"
29936887,inactive on: 18/09/2023,"23,277"
29936899,still active,"19,777"
29937011,still active,"16,445"
29937042,still active,"18,700"
29937044,still active,"18,500"
29937063,still active,"61,290"
29937071,still active,"16,058"
29937089,inactive on: 10/09/2023,"18,690"
29937105,inactive on: 10/09/2023,"21,250"
29937134,still active,"29,813"
29937519,still active,"8,295"
29937545,still active,"10,898"
29937546,inactive on: 10/09/2023,"9,498"
29937547,still active,"6,998"
29937552,inactive on: 18/09/2023,"25,740"
29937556,still active,"7,390"
29937557,inactive on: 10/09/2023,"6,690"
29937563,still active,"9,995"
29937568,inactive on: 10/09/2023,"14,000"
29937574,still active,"14,500"
29937577,inactive on: 10/09/2023,"12,750"
29937591,inactive on: 10/09/2023,"8,599"
29937593,still active,"11,399"
29937599,still active,"6,999"
29937601,still active,"9,990"
29937623,still active,"10,995"
29937666,still active,"21,475"
29937671,still active,"33,495"
29937675,still active,"10,995"
29937684,still active,"7,995"
29937685,inactive on: 10/09/2023,"27,500"
29937694,still active,"36,500"
29937697,still active,"20,300"
29937701,still active,"62,000"
29937723,still active,"7,995"
29937762,still active,"21,670"
29937769,inactive on: 10/09/2023,"21,490"
29937838,still active,"17,695"
29937853,inactive on: 13/09/2023,"15,999"
29937868,still active,"7,995"
29937871,still active,"20,500"
29937892,still active,"25,990"
29937920,still active,"5,495"
29937921,still active,"4,995"
29937945,still active,"3,995"
29937952,still active,"9,995"
29937958,inactive on: 10/09/2023,"7,499"
29937986,still active,"35,750"
29937994,still active,"189,999"
29938018,still active,"8,290"
29938026,still active,"18,480"
29938044,still active,"46,758"
29938054,still active,"12,690"
29938082,still active,"3,990"
29938107,still active,"17,975"
29938119,still active,"8,495"
29938121,still active,"44,995"
29938144,still active,"2,695"
29938205,inactive on: 10/09/2023,"12,750"
29938229,still active,"22,788"
29938230,inactive on: 10/09/2023,"23,100"
29938233,still active,"14,388"
29938234,inactive on: 10/09/2023,"16,250"
29938250,still active,"10,990"
29938254,still active,"17,629"
29938258,inactive on: 18/09/2023,"17,199"
29938267,inactive on: 10/09/2023,"7,888"
29938274,still active,"20,174"
29938301,inactive on: 10/09/2023,"14,750"
29938309,still active,"10,788"
29938315,inactive on: 10/09/2023,"23,988"
29938326,still active,"19,188"
29938346,still active,"11,160"
29938386,still active,"14,250"
29938389,still active,"8,450"
29938391,still active,"15,750"
29938392,inactive on: 10/09/2023,"10,991"
29938407,still active,"26,990"
29938416,still active,"38,950"
29938426,still active,"6,290"
29938440,still active,"29,999"
29938470,still active,"12,995"
29938496,still active,"5,495"
29938501,inactive on: 10/09/2023,"4,490"
29938522,still active,"18,750"
29938553,inactive on: 18/09/2023,"16,990"
29938577,inactive on: 10/09/2023,"34,200"
29938580,still active,"33,990"
29938602,still active,"17,990"
29938610,still active,"4,000"
29938612,still active,"12,995"
29938618,still active,"27,990"
29938642,still active,"13,389"
29938646,still active,"13,689"
29938660,still active,"3,889"
29938668,still active,"8,989"
29938670,still active,"8,289"
29938698,still active,"15,975"
29938737,still active,"13,985"
29938765,still active,"11,090"
29938780,still active,"6,995"
29938786,still active,"9,995"
29938790,still active,"4,490"
29938798,still active,"18,990"
29938820,still active,"7,995"
29938878,inactive on: 13/09/2023,"17,395"
29938892,still active,"6,995"
29938930,still active,"3,795"
29938956,still active,"20,995"
29938968,still active,"13,495"
29938978,inactive on: 10/09/2023,"4,595"
29938992,still active,"10,750"
29939014,still active,"27,990"
29939015,still active,"10,990"
29939016,still active,"17,990"
29939017,still active,"24,990"
29939018,still active,"22,990"
29939021,still active,"8,990"
29939023,still active,"28,990"
29939024,still active,"6,990"
29939025,still active,"17,990"
29939026,still active,"10,990"
29939030,still active,"26,990"
29939032,still active,"27,990"
29939033,still active,"12,490"
29939034,still active,"11,990"
29939036,inactive on: 18/09/2023,"19,990"
29939038,still active,"17,990"
29939039,still active,"24,990"
29939040,still active,"17,640"
29939042,still active,"13,990"
29939044,still active,"27,990"
29939045,still active,"16,990"
29939046,still active,"9,990"
29939047,still active,"26,990"
29939048,still active,"15,990"
29939049,still active,"24,990"
29939050,still active,"17,990"
29939051,still active,"21,990"
29939052,still active,"24,990"
29939053,still active,"19,990"
29939054,still active,"16,990"
29939055,still active,"9,990"
29939056,still active,"18,990"
29939057,still active,"17,990"
29939059,still active,"15,990"
29939060,still active,"24,990"
29939061,still active,"12,990"
29939062,still active,"10,990"
29939063,still active,"14,990"
29939064,still active,"23,990"
29939065,still active,"20,990"
29939066,still active,"20,990"
29939068,still active,"16,990"
29939070,still active,"11,990"
29939072,still active,"13,990"
29939073,still active,"17,990"
29939075,still active,"9,990"
29939076,still active,"9,990"
29939077,still active,"31,990"
29939079,still active,"17,990"
29939081,inactive on: 18/09/2023,"17,990"
29939082,still active,"16,990"
29939084,still active,"19,990"
29939086,still active,"11,990"
29939087,still active,"16,990"
29939088,still active,"14,990"
29939090,still active,"18,990"
29939091,still active,"26,990"
29939092,still active,"16,990"
29939094,still active,"15,990"
29939095,still active,"8,990"
29939096,still active,"18,990"
29939097,still active,"16,990"
29939098,still active,"24,990"
29939100,still active,"22,990"
29939101,still active,"16,990"
29939102,still active,"18,990"
29939144,still active,"12,465"
29939163,still active,"7,265"
29939182,still active,"8,495"
29939196,still active,"14,550"
29939213,still active,"7,900"
29939233,inactive on: 10/09/2023,"14,900"
29939248,still active,"11,950"
29939288,inactive on: 10/09/2023,"13,500"
29939313,inactive on: 13/09/2023,"10,950"
29939379,still active,"9,950"
29939392,still active,"11,350"
29939397,still active,"14,100"
29939400,still active,"15,500"
29939404,still active,"12,950"
29939415,still active,"9,100"
29939422,still active,"15,650"
29939447,still active,"12,900"
29939473,still active,"23,995"
29939491,still active,"12,750"
29939550,still active,"20,700"
29939553,still active,"12,450"
29939558,inactive on: 18/09/2023,"10,950"
29939560,still active,"20,990"
29939566,still active,"9,750"
29939575,still active,"7,495"
29939577,still active,"4,995"
29939583,still active,"25,950"
29939591,still active,"7,990"
29939592,still active,"13,990"
29939593,still active,"7,990"
29939594,still active,"11,990"
29939595,still active,"9,990"
29939596,still active,"12,990"
29939597,still active,"8,990"
29939598,still active,"11,990"
29939599,still active,"7,990"
29939600,still active,"11,990"
29939601,still active,"10,990"
29939602,still active,"6,990"
29939603,still active,"10,990"
29939604,still active,"5,990"
29939605,still active,"7,990"
29939606,still active,"9,990"
29939608,still active,"6,990"
29939609,still active,"7,990"
29939610,still active,"12,990"
29939612,still active,"10,990"
29939613,still active,"13,990"
29939632,still active,"3,350"
29939697,still active,"24,450"
29939775,still active,"4,950"
29939777,still active,"10,950"
29939805,still active,"11,950"
29939843,still active,"9,699"
29939844,still active,"3,799"
29939861,still active,"24,995"
29939904,still active,"8,490"
29939912,still active,"4,090"
29939930,still active,"8,450"
29939931,still active,"7,995"
29939935,still active,"7,550"
29939936,still active,"8,699"
29939967,still active,"28,989"
29939993,still active,"2,995"
29939999,still active,"4,995"
29940004,still active,"17,250"
29940006,still active,"13,899"
29940019,still active,"8,991"
29940020,still active,"47,991"
29940025,still active,"26,000"
29940063,still active,"2,650"
29940074,still active,"8,850"
29940095,still active,"7,250"
29940124,still active,"8,695"
29940135,still active,"5,795"
29940193,still active,"48,995"
29940199,still active,"3,995"
29940207,still active,"9,190"
29940208,still active,"9,890"
29940211,still active,"9,490"
29940230,still active,"7,990"
29940232,still active,"2,150"
29940233,inactive on: 18/09/2023,"8,990"
29940238,still active,"8,490"
29940245,still active,"15,995"
29940276,still active,"20,995"
29940277,still active,"27,995"
29940278,still active,"10,995"
29940291,still active,"34,995"
29940325,still active,"15,500"
29940343,still active,"9,150"
29940345,still active,"11,750"
29940372,still active,"5,995"
29940375,still active,"13,295"
29940378,still active,"10,495"
