advert_id,manufacturer_id,model_id,Year,Engine size (litres),Mileage (miles),fuel_type_id,transmission_type_id,Colour,body_type_id,Mpg,wheel_drive_type_id,Doors,Seats,Engine power (bhp),Top speed (mph),Acceleration (0-62 mph) (seconds),CO2 rating (g/km),Tank range (miles),price,status
29927822,5,46,2012,1.39,56500,1,2,BLUE,2,47.9,2,5,5,85,110,11.9,139,474,6995,inactive on: 10/09/2023
29927823,9,50,2015,1.198,21237,1,2,BLACK,2,56.5,2,5,5,79,106,13.7,115,510,7450,
29927829,11,23,2020,1.498,42200,1,2,BLUE,6,40.9,2,5,5,148,126,9.6,158,522,24750,
29927834,6,36,2014,1.248,49000,1,2,SILVER,2,57.6,2,5,5,86,109,12.3,114,507,6995,
29927835,34,161,2020,0.999,9750,1,2,RED,6,46.3,2,5,5,118,115,11.2,130,489,15750,
29927844,1,232,2008,2.993,132712,2,3,BLACK,8,34.0,3,5,5,286,147,6.9,220,636,9995,inactive on: 18/09/2023
29927849,16,35,2014,0.998,47755,1,2,BLACK,2,65.7,2,5,4,67,98,14.2,99,506,5999,
29927851,8,8,2015,1.991,72938,1,3,WHITE,2,40.9,3,5,5,376,155,4.2,171,504,20990,
29927858,8,39,2007,2.987,108087,2,3,BLUE,6,28.8,3,5,5,221,134,8.6,254,602,5995,
29927863,11,45,2005,1.781,171041,1,2,BLACK,5,34.9,2,2,4,187,145,7.4,194,422,2995,
29927866,10,43,2019,1.229,38824,1,2,WHITE,2,44.8,2,3,4,69,103,14.9,128,374,9490,
29927888,9,9,2013,1.598,33000,1,2,WHITE,2,47.1,2,5,5,115,111,11.0,139,477,7495,
29927893,17,225,2017,0.998,46000,1,2,SILVER,9,56.5,2,5,5,138,122,10.3,116,522,8495,
29927899,5,5,2014,1.598,107800,2,2,SILVER,2,68.9,2,5,5,104,119,10.7,99,758,6795,
29927906,4,138,2017,1.999,125000,2,3,GREY,6,53.3,3,5,7,178,117,8.4,139,633,13495,inactive on: 10/09/2023
29927914,31,209,2011,1.999,96000,1,2,BLACK,7,37.2,1,2,2,158,132,7.6,181,409,5990,
29927969,22,106,2013,1.56,53000,2,2,SILVER,6,67.3,2,5,5,92,113,13.3,110,740,4995,
29927970,17,52,2014,1.242,66400,1,2,RED,2,57.7,2,3,4,68,99,13.4,115,444,4495,
29927993,24,62,2017,1.461,112114,2,2,RED,2,80.7,2,5,5,110,121,11.2,90,799,6750,
29928001,7,190,2014,1.586,71465,1,2,GREY,2,45.6,2,5,5,118,115,10.7,141,502,4750,
29928002,8,8,2019,1.461,19000,2,3,BLACK,2,67.3,2,5,5,114,126,10.5,103,637,21995,
29928041,1,11,2019,1.998,12000,1,3,BLACK,2,34.0,3,5,5,302,155,4.9,157,456,31495,
29928102,11,74,2019,1.968,31000,2,3,BLACK,6,47.1,2,5,5,148,132,9.2,121,414,30948,
29928129,25,230,2015,1.56,52000,2,2,GREY,2,76.3,2,3,5,90,113,12.5,95,806,6990,
29928133,10,131,2019,1.199,37923,1,3,GREY,2,42.8,2,5,5,128,122,9.8,112,499,16499,
29928135,25,275,2018,1.56,90644,2,2,BLACK,9,70.6,2,5,7,118,117,11.3,106,854,10499,
29928136,20,67,2019,1.242,13318,1,2,GREY,2,42.8,2,3,4,69,101,12.9,122,330,10999,
29928144,1,124,2017,1.995,77013,2,3,BLACK,5,65.7,1,5,5,190,144,7.3,114,824,14999,inactive on: 18/09/2023
29928154,11,155,2019,1.598,25341,2,2,WHITE,6,47.9,2,5,5,114,122,10.3,125,527,19999,
